City,AQI,PM2.5,PM10,NO2,CO,SO2,O3,Temperature (°C),Humidity (%),Wind Speed (km/h),Rainfall (mm),Pressure (hPa),Vehicle Count,Industrial Activity Index,Health Impact Score
Nashik,79,91.42185503538406,257.7393785035294,71.2139799395106,7.801444656580467,45.93668350355942,29.19867807315172,37.85467044554108,97.73371060508921,19.72041162430902,102.3161920952503,1018.006449848066,44237,8.801681680369043,10
Bangalore,228,134.171194797227,171.5217304836326,21.94022186340977,8.958983799950103,7.613287186955748,11.38384101962199,10.38024170413824,68.99842921994586,4.465144141038127,205.6651643877204,988.6759126646189,430157,3.198457827199915,10
Rajkot,117,169.7467897463254,156.953581908415,26.92626850493641,0.1641499610524111,7.882042434876364,19.58767327271583,40.69882573698337,23.56423476839781,0.5178008992072703,15.26414215726943,973.177854806418,483497,1.700513757336826,10
Nashik,459,226.6817494363128,77.66364989214065,11.30577826561309,8.844469325600366,22.75041040523504,38.94240364178199,10.70211485570952,46.54464782890305,17.03731599483098,112.9491162441836,1032.253401992437,294754,2.753579328405771,10
Vadodara,168,63.74880834098047,112.826832155343,66.23412077987615,4.877321173500786,31.18859561061062,97.15412342829505,11.91892063099555,65.85828643906171,8.99311698560683,83.79319630022746,976.9682764328979,269102,8.59033151912929,10
Chennai,103,90.74139465480631,210.1667738737116,31.59882348119612,8.967987605333985,30.16844323471175,71.1566294805246,23.06504091495509,59.40041917580884,12.014885135273,170.7864091049816,1028.917172047192,286332,7.357334488421241,10
Rajkot,64,121.9416978275223,269.8921098425769,7.937885864898609,2.519702125155626,14.79605218017715,62.78380301317686,38.35407059532277,69.6405455833312,5.248948115732542,65.7520098940498,967.4713821361693,213342,8.20493177200093,10
Varanasi,456,224.0015443884546,228.1386351524235,10.71125150201317,9.025432195641452,3.144914903959378,51.79482272319459,36.43633994034776,62.99345147457128,13.98166628894995,96.25402213411606,979.5198993871469,54278,0.4658767566284072,10
Patna,93,91.7552348243069,203.1406182029189,31.12097834823555,0.3568618046703332,33.5548848746943,13.38973430553006,26.91593573964962,65.82474402878663,16.21782779343032,219.0467990896423,1044.94856384005,495231,5.852868493066296,10
Agra,292,104.5712217855725,269.0281046600775,58.33657711666479,8.871488121693753,11.71171928573758,39.46421844030797,28.065482107796,41.39760739853813,1.290218236865367,41.52377996586937,1006.137459665875,307485,6.825525395101902,10
Meerut,125,171.8808589336572,229.0141085815066,73.55888028177,4.29544003164421,10.16056549610478,24.34127001000538,42.57497163871561,87.13845625326373,19.86341676022268,203.0408554000997,992.9320045296187,375208,1.739344376843807,10
Agra,438,129.0307657757706,123.2239918976117,75.69127156684101,8.456819461884093,18.96195100330556,26.58492990219222,19.70478124219889,86.22985593007175,18.47921012274269,232.8439396009915,1015.737084245443,44248,5.714764301013519,10
Agra,336,207.0012377543723,92.31284258263479,52.59449014808228,9.466222393770002,2.358412695197408,40.64962028541571,25.624964311971,76.26217062288725,5.16901239425122,117.3719726102148,1013.236815268515,429154,4.826510280863262,10
Vadodara,79,233.5540671067076,217.9539780460798,64.24809669271231,7.488067933077842,2.366604921998183,29.94276421320944,33.10581714029709,95.80592854183791,14.50869584267919,71.13671236208012,959.6874626599409,226516,0.9964319316478132,10
Vadodara,102,99.267443984499,259.6856905096433,43.03502435496346,3.530524014983585,42.03016703633124,93.09602690048918,11.85280790215206,83.43182897173362,12.5780476678466,195.4946010359711,1026.433134585039,162465,6.80103407575933,10
Nashik,350,60.83725580137374,126.9764248523297,20.83287347938138,0.265830719035471,13.76997186299774,45.77298202243885,23.6309217531716,79.15948360325916,11.80599332531647,194.0144562593003,954.958445027132,199540,4.321867166967507,10
Vadodara,202,22.14186165921726,288.1682224433715,43.23685220310617,2.313452466651139,45.28445114720968,25.73549287687248,14.26611674407364,28.45017781894954,2.94864118956445,99.32932543388968,1035.026729030784,187085,7.410599763029833,10
Nagpur,308,103.5947471372496,262.8266029511079,51.33126536562516,6.751144374130958,48.96963252047907,80.60419983379404,21.98447765470633,53.41690494024965,13.96258781738371,39.0682594643769,1005.627101262063,400651,1.29395259273552,10
Varanasi,318,138.9447622887231,195.9226256425424,57.91736406477752,2.263114521911775,29.91193546429736,46.67952799784862,21.7695686747524,87.91718267537794,8.349626110285257,193.0360291402276,1000.565198948778,369620,9.232371071434107,10
Kolkata,453,236.6301649072836,222.3556020641407,39.89965020960386,5.442725111472384,19.39819780527874,34.37377246004306,35.93868645585323,34.9963618110548,19.38125279300203,235.523875834729,1033.847297189238,115269,2.000375547373308,10
Agra,415,14.23172913028397,48.22940966853645,72.75546627707827,5.965183165838263,5.103254781367969,19.13075000982532,16.06561852185131,43.6149599699022,10.81631548849498,46.15473093977518,966.1869927985009,222997,9.497149947481653,10
Srinagar,125,33.54345978988644,57.20180370684878,59.18243359752284,3.633780823254968,13.42506166934812,38.03487507867717,15.64371292337665,77.0470393200862,17.79245487963212,62.48999797249502,983.3333413607351,110459,7.110976499936003,10
Thane,390,75.21674332157377,49.70223527156695,25.57365173611295,1.627171535391815,5.054899427112263,91.7698617760758,32.54756898735074,36.00133380487389,11.65741511853877,44.29317873281092,1021.116390216841,126885,6.058985801555083,10
Mumbai,289,66.13582103156588,293.7015033959483,38.22038954254509,6.664728177054283,48.233233217235,53.97036956163257,12.28247518385649,87.8607786496736,12.71745104691891,172.0503691099852,999.1334322716809,182269,4.904735143174962,10
Thane,341,123.6129093203199,269.7245231351071,38.23023340870002,5.508188159183674,6.581195031578032,95.66703945192266,40.29240477867398,96.64169002749458,0.7476326028895615,122.6108391261199,981.7645429957182,418808,6.900329447282899,10
Nashik,113,198.7315342967518,292.3382838721712,58.75828171620464,5.96147832905539,35.8860798623704,28.54840405745242,27.70034663839133,67.90185506213535,6.958467120919638,264.9580280375796,1033.595091006808,407907,0.8909392561361873,10
Mumbai,208,180.6358889622161,253.5976010441836,56.51244109558929,1.759103878660774,12.81684929121612,34.10614732579862,21.78577496911981,53.40467529885976,18.08570547727479,268.4628557645199,1023.409638143724,215500,1.541009246327965,10
Pune,359,89.99523254461187,145.4229295024136,29.6232129422656,6.779656758833735,12.7199898553535,75.2236705365226,20.95263530266119,49.69552212052534,2.174317075253748,123.3891216171666,967.35116061694,83412,6.028228676443412,10
Patna,327,108.8779058398363,91.85516041423715,17.61595533775282,9.139347006994985,22.96507367439806,55.5075579492789,30.44538552480186,43.21584566009754,15.12260302713976,151.8420289941166,1037.278668803154,235881,8.79953728645357,10
Thane,469,113.1685681320309,286.860397334846,25.15329103130574,2.31634511298433,25.81135238939255,96.56350174846987,13.26703952427535,82.54307889175729,13.31229382617922,218.2637507708978,1047.778240175941,243088,9.855694770710322,10
Ludhiana,491,110.2613097838895,30.70593254399082,8.280153538014307,3.506305975649938,6.061671097090338,45.86886378662426,25.67867525168526,64.21882818940172,9.447548085003387,126.9839369267056,958.6556920095655,149879,3.096273347567498,10
Srinagar,239,23.36518845383592,53.56478940082599,48.73162583654151,2.81925213923048,21.34120729055191,14.18241001475366,33.52530218393976,22.4978756225308,9.32802633836663,25.08500129227096,1012.596147335445,254395,3.06595318977106,10
Nashik,70,33.9826581971174,128.7279448934892,31.46261433350466,3.762955928277513,2.28873314817546,60.21660415269445,39.85436324865966,23.29998009615785,13.59629493745829,160.524784007224,1028.209100629448,314105,1.909410747267567,10
Chennai,65,23.68376766985377,134.2153572848955,48.78066350578146,3.184268854868285,21.74181190115837,83.47624973677338,44.98341233137075,42.44340236927682,6.018884415944413,175.7006891544809,982.9764087981537,224217,2.296450676833567,10
Varanasi,145,40.42953127023853,37.60078540640228,35.82679570784948,6.768535240964322,25.04401682742689,20.0607132316895,37.03119176599644,65.0629334103215,19.06154442125737,76.32913620192416,973.7764735324498,91641,9.310191299474468,10
Thane,233,144.7007019167963,64.01403041608836,17.2050119971703,1.170102310794792,19.81004351458835,22.03790893855063,44.61909978605348,44.18615435042689,5.082381034026986,113.391925579894,1043.688078564442,335957,6.817217267810473,10
Chennai,63,84.7120731402626,299.3235205477556,35.71949240264068,5.210688892449161,46.59978721270684,91.57138929159427,35.09480317229587,64.87064717257118,8.985779736260755,171.8284909040966,966.3688338934679,148885,5.124474832095208,10
Ahmedabad,157,42.01921079852137,284.8691212728403,14.0806027387744,2.252872942468874,28.7938894784393,33.14921937911753,34.16380093405635,89.90071238104271,14.79134798603669,265.6864871232187,985.3684597528496,63029,2.430125317858289,10
Hyderabad,470,42.50526736028604,60.78182221369502,71.15706458177856,5.964214058703736,18.04129740120341,25.63339435926913,37.68949116631024,92.01039805218537,7.813236291464099,278.2532293446274,1003.701603245406,196986,4.205740709882583,10
Pune,269,154.5306969523538,187.2577730561416,56.8139734486433,3.449417657362809,17.72151623813082,5.160986857308462,20.886640829708,21.22904600937273,0.8600612037031847,141.0998723501069,951.6347003459178,358142,8.517640617055712,10
Bangalore,425,163.9666962721347,267.2258150172941,73.66452790855357,0.5142107943508015,27.82518973784288,81.81824189089035,18.26303257932408,48.38958286285525,19.8809935073945,133.0976327137689,1002.882737966536,487876,9.041378603294481,10
Indore,340,43.2890428877289,253.4964484805748,65.78534251498095,6.282609465142839,9.4893374844918,85.76525542121024,31.55120185205105,86.287562782942,13.0643917658862,72.96178378309325,989.6247756964483,415286,1.782446522789382,10
Varanasi,114,99.21222945402585,102.3115962553406,7.297227348022801,9.960001927514227,39.41259174806444,28.39091745567284,26.66025472192036,49.86522684689636,17.29785619384174,289.3678000709299,957.964544927472,387363,3.846211932014234,10
Nagpur,468,55.28619020040821,201.4185917975466,46.22280191826463,2.288419643794258,36.63925753204146,76.97009184956259,26.82457116838673,65.0963169634689,18.02106859538863,275.6316311683554,1008.394126800261,445062,0.4651891395957253,10
Mumbai,293,101.4680862832853,52.26303559280683,77.65195644151675,3.206774982813009,7.611597661562106,23.82185638574666,25.22848434715317,62.67388716833391,1.510288428460469,55.81597284579307,1036.003809320508,496724,1.273549866028845,10
Thane,272,173.0418213031082,54.6302284472351,37.7091969298307,4.666162250414442,3.073240661370757,35.39012084519707,44.28506765128726,52.73091853345441,6.746181881599636,60.87558011143835,1005.995112197415,5140,8.961196799481915,10
Mumbai,181,24.26011321437958,253.8823332176639,52.42213745509682,5.212964621436111,12.66592779448472,58.19677039969521,39.06782489172497,94.4791399305543,14.09396578997947,276.5457190752788,1009.201604899865,54440,2.885617795831212,10
Ahmedabad,309,235.2358983855541,286.7404150475409,14.4535160577787,4.280984079884131,2.146237441364637,30.06102232768474,23.88255694044344,73.96001985784667,12.43034339018186,72.13731238256801,1015.170702781231,34075,4.601898926748732,10
Hyderabad,388,219.1993115790208,80.13501980804365,74.43583651927591,5.057402678470365,32.91105839358989,96.8301322942129,16.80911145892374,27.17114313015129,13.18372226588655,99.27254772122069,996.5950977607232,52973,2.722598974514978,10
Delhi,88,213.1092215030166,144.0055016176367,70.50246209567264,5.048744149509203,19.52275499787668,17.25071257288081,35.8977056431909,77.58577024283366,16.19968720044145,127.7940547654459,1031.614181897461,26606,9.233489884105305,10
Lucknow,220,135.3859119241883,126.8705168611514,56.45904792953121,0.264904549018997,47.29173029020485,73.97682175982351,26.4341675530427,66.11139831993314,16.87624129051911,156.5730356013692,1049.353401360388,310696,1.484780089420669,10
Lucknow,408,247.4264859910652,178.8802047578511,50.43888638547976,7.43326407592626,34.88420886694116,15.77313647434682,14.88124253648183,37.61314965346489,13.25035704394424,28.86712721873474,975.5646212365875,140257,5.32465316296899,10
Lucknow,312,80.9173292838901,74.77824915191442,25.41073132251673,7.994237399515232,46.87379502821021,90.02072375462083,12.49177429360225,69.74344312696103,14.9417208852901,33.14546154524377,957.5916090901068,91785,6.998199233845027,10
Jaipur,236,131.8625084578103,77.58358004658393,49.1999529508148,6.036825298950604,17.64276892562049,46.14289000586457,42.00656589499611,94.39576538250441,15.96247887141399,284.7317971164926,1030.288385098334,487306,4.53045754799364,10
Thane,461,64.27537988095175,264.7497807411024,50.84420059074424,5.338048325911602,35.5248682363052,86.44942797677534,24.98567854866592,83.96241693234006,1.866575293077932,183.9814381189084,1001.042891474902,163668,8.180030117464609,10
Chennai,62,36.10113084601153,60.77885528986781,20.12406439581756,1.25552430653721,31.82298105832036,15.9537831719158,32.31096462074785,51.7929124088299,19.58458998193663,291.0905184697012,1029.488708716959,279908,8.634964719366781,10
Nagpur,207,181.549261751263,266.3650896287539,19.39074251431768,5.249478694241565,35.49832584781503,37.65322928627848,32.24488159988621,80.05884131832437,13.91129792752231,261.0063127030297,970.8568942922091,429403,0.703520913898027,10
Ahmedabad,491,194.430156141465,254.8682498284409,48.15187434331864,8.780346426595228,12.87697390378157,33.72525543702702,27.14211888572413,83.50201978854943,17.13241492153483,86.00225535203445,958.7585350285607,247853,0.3560398638042961,10
Ludhiana,77,118.297079728441,209.7720621712055,19.71418321967749,2.692569181326812,18.70385781037773,75.27786389211943,40.09974450991801,86.10496877357072,2.240137929021522,186.8006836386151,1031.246935020064,464881,8.648193113224021,10
Lucknow,359,133.539653797311,277.9591844914019,73.75424391823638,5.149551768380307,37.27493079677775,55.79918388148741,44.67692918437391,42.951901107038,13.69624998718558,48.01534631594949,1010.32368109747,176846,9.015619865870773,10
Nagpur,195,180.0497717011514,136.638879937104,46.40205620148984,5.441239172177587,29.7088325344098,48.35780123133878,18.96006649740583,48.58486974015704,5.819621201519308,174.8073208321384,1032.078742206862,354880,2.156114648375438,10
Chennai,140,38.49596675827186,25.4212300803962,57.18604245638716,4.233617376113407,41.72162470152808,24.21987133849254,21.67888944673647,57.82394253160198,10.56408635827649,189.9302375853429,955.6081033585274,108878,8.475494015399555,10
Nashik,207,174.7536637497363,118.3392411129486,43.19653311853885,2.085123807501946,24.58325811538722,52.36833303769869,18.33304961627436,27.05711021641571,1.770352324163297,25.9361351911399,1043.019415623271,277971,6.164353345662158,10
Surat,365,69.90245822523066,117.356431954614,64.59157973319046,5.576017488271975,15.23654666875147,97.61070121099536,28.39280778560638,46.17046094350183,10.12066405167,86.55251372166671,1006.479180420527,470565,6.941715800099208,10
Vadodara,316,52.22337845223468,277.3473504589901,32.31285822027675,0.3924829813854552,11.95268202032476,73.97300238015701,35.31404601304651,62.93786658598606,17.64241955448416,42.64594213670462,998.7722549982562,447697,9.03068562452553,10
Kolkata,378,208.8676340030825,298.1581707779719,59.7189964464819,9.57314446094874,18.51938546539362,72.72182127615278,37.86850768230421,66.42817093097895,4.908426140510254,8.013470171609017,964.0708601446934,312050,7.01330794095106,10
Ludhiana,288,120.507335693979,129.2063769173622,78.1741573581437,5.56802333334511,23.96485197808624,80.74634291124235,30.11619720614074,21.78183576846026,9.851355699515226,37.25134241488032,1024.277658606429,496705,8.979986605193357,10
Ludhiana,75,117.1605735014091,281.548485691578,28.9711690964,1.790645913408853,37.68679448354387,42.73211350192226,26.90708169973465,66.77977919106189,1.232980101774435,129.5974148061885,1005.115918183553,231521,4.383642081266448,10
Patna,278,44.50873380786283,232.809186875582,24.98592754859612,0.9308755865143472,32.40669117071762,9.85905429036296,24.63888684974247,40.86235890007786,2.726530591924099,116.7998653033482,960.7648295129196,405032,5.533268687620748,10
Hyderabad,115,46.25139132198098,105.3404914975769,7.573436927181847,5.387225413815058,22.74886217634969,93.41550323422088,40.096129287496,71.43750933490736,6.342857829382308,152.2753033755138,1046.593674290117,484479,9.531405799328969,10
Ahmedabad,453,166.1643321042088,128.7301701635733,50.11330844661553,9.014032506372786,43.96795193497367,23.8484491445745,44.77470061547012,53.49466554779027,15.16370073644676,249.1301760350117,979.829725840508,97545,5.540600806870422,10
Nashik,90,163.6971644409848,138.6464777651746,18.3113001135218,4.427833393018791,45.86859272121409,72.59047475631472,13.82517641659574,74.24398184999686,13.31481651734054,285.3731377676469,1045.216358220251,192654,4.773779338433352,10
Nagpur,425,33.75977007084182,249.1367583290295,40.2969186060468,4.000177121606727,44.9628983128493,85.9249361793015,16.37665542358314,44.47101720318642,17.52304442646192,259.1267406022984,992.3991212692256,335946,2.087253433587115,10
Bhopal,182,223.9663368739998,204.9986988594165,50.36169752994938,0.2113903732069524,5.066016749702783,68.62369421176327,26.56301929733518,22.32337978201645,13.95210160726924,48.31720714883647,982.3724687289514,370524,7.64342597426741,10
Pune,172,59.49835546193082,72.46520858440515,67.15142142654139,7.174351602134939,3.670365622096199,29.93322261273914,20.77687940203482,45.69870011656622,7.777849113695333,170.2178784166666,1042.063742952832,168023,8.250591299935508,10
Agra,185,166.7300306917977,161.5787746610395,5.643748983971218,3.439318978836478,13.61321008871878,69.17209807228288,18.64609211360015,48.45693975107057,12.47286138692573,94.62108412982133,952.3053861055522,176942,1.144481679877001,10
Ludhiana,349,186.5038200263621,117.4885496831192,42.86688341315456,6.925092358895652,18.16087430975266,39.0381236509149,15.33767421356352,41.34279269318255,9.337428504651484,288.1204432915198,973.6800305999702,497770,0.3204832516305545,10
Pune,416,227.0294338725009,84.94171024344534,35.9583526279462,5.017307556538317,37.39342229549619,73.12424948423357,43.3653407784421,45.06276989268016,7.859029286871089,139.0689594771604,953.9126157471095,427169,6.242731152058298,10
Lucknow,417,157.4304295202693,39.94211035346961,57.39539945544938,8.085299021816942,24.84200232912293,73.40992863729603,39.09065361403422,83.9210661037443,0.7732372936941503,16.10732515094417,1030.461747506119,87906,1.102873547925997,10
Delhi,246,88.68174954472805,184.9398223736792,30.94187254405822,0.8648876996057787,43.78643896196877,89.74849051145698,14.70106299198766,30.56808673643096,18.9385799576349,213.0704450311155,950.9996592769576,187529,1.122276460747164,10
Surat,437,111.4051329679898,221.8429253108582,59.4030251457937,8.646462420538224,13.93454845380869,85.55554837056911,37.74081991244061,27.88897435518427,11.93679420783898,249.6761951773438,1045.905529121468,351353,3.961852730536213,10
Patna,190,18.38170000262018,100.1201000552609,38.726468247063,3.335181279280147,19.04974873401284,36.55015947142881,10.67620299657381,55.80805981025892,4.908641869194539,114.4705751946587,957.0873024274845,170828,0.325545468765821,10
Chennai,95,77.15257992695913,286.0392565221405,76.70336919987234,4.010734368466757,12.72914618616631,82.45519295202232,43.94235016887734,29.70128769967666,8.184138891076408,286.316447063269,988.759670049305,401460,9.061923420629915,10
Hyderabad,115,57.11944256841397,44.0136592916212,65.14460816898725,5.351668247947937,23.02351161853381,32.40147195810601,19.47877106697562,43.88350580846378,19.67241917248484,90.98675783904304,1023.411235884736,273562,7.474491136454057,10
Meerut,269,177.641735556076,195.8919102098839,52.11613930368777,8.821063574938723,12.94484469029225,33.21105063718112,11.43876120747753,41.94139172996287,15.84269209966928,205.8639730880853,983.0543502939868,88955,8.593615006294677,10
Ludhiana,302,71.49807973824146,98.6423557143377,51.07748882388042,7.54908427282705,8.450424051593638,27.62924676235316,33.23612865000182,35.46902680386567,14.82818263015442,89.64695758534072,990.2246276641424,54582,1.560653499984868,10
Agra,403,121.2259962434805,284.5964572110056,17.53883813296714,2.362836087823002,19.14611521907618,26.52694168420437,18.50078213679904,62.78237969664276,7.38279043619878,111.2353437855915,953.93990057585,250379,8.022691262445381,10
Thane,170,228.0961706085372,224.0101781191598,53.08506808341479,7.41978902071953,35.21121639795143,17.07347944872187,44.32594885166949,71.82710064229965,4.781804759930548,232.841183255915,1022.041361724388,261880,4.67897749040625,10
Agra,66,158.5157260576268,192.350935806602,76.92550261524181,5.742004554310622,18.85649407532069,47.5278513978941,20.86790951695987,31.9403885938397,7.042560751193719,155.1102462009717,1044.815809830532,376123,9.156453620331522,10
Agra,145,61.6256263619219,247.8737509064021,33.49953317966818,5.461165068204737,24.09897126832337,56.45948263696214,40.65859396113135,72.78235951434326,14.07732477622218,34.07327530169737,964.4417463614054,131622,3.898919379974597,10
Nagpur,375,12.48501225940541,113.8416208211739,40.22822817279486,2.596023070404603,34.76522532537342,44.72343944033774,22.00781331786045,49.57657128287273,1.675690640623005,204.136187204456,974.235305189836,248430,2.010385701943823,10
Chennai,381,38.75730976476681,23.95285799613136,51.13289441483409,4.94801350811478,29.60262614763367,65.76071805666595,29.50907864236484,39.52889548266332,13.18090867057586,107.2922927473916,981.3287823994392,45037,8.672904685082361,10
Srinagar,380,136.6163753933246,254.9832616738534,40.10072020574945,3.61809970980088,2.059964837946836,26.32335376875077,23.97962668398988,64.00219710962624,10.4586002947722,106.1171938818202,963.9691961589754,369080,5.208564238429858,10
Mumbai,440,24.67437839625403,86.80608892846664,35.79307204720253,3.558167739122948,5.620031090582984,64.09313036796378,38.37680613771526,64.44415189397742,2.991164188194679,291.8824615175576,964.7043464245411,287091,6.690737202489277,10
Surat,72,211.5023665504998,35.088073153268,39.53181403060581,1.738204570423749,30.52290975374998,37.89728364451618,21.21549541511889,75.27808674411543,2.699592355717209,54.62626957835579,982.8668601312935,103115,4.8128662127901,10
Chennai,126,201.7574298023007,223.7137824833382,26.43141236095085,3.735717238409143,5.9715942794861,27.30443056280245,20.03172122491083,71.80315700940002,9.74387156535102,126.1354122663324,1031.747320453136,416686,1.802220979856626,10
Nashik,99,12.22687752352561,163.1486164495138,8.520121797395332,2.741064188038345,21.28027939121811,36.3884130133623,13.92636162655333,81.09167005313151,11.13409348458445,57.30001366896015,958.7769443361428,392539,0.8999987842042634,10
Meerut,303,99.13034213477502,198.4584288805948,54.95603723362474,9.762375949238319,23.35261841092927,68.6676318099678,40.93681353527658,78.27645565704444,11.13738200470492,269.0688788073346,991.1953688669574,460993,3.931705508546581,10
Agra,87,95.32662027208889,228.3395881138588,36.33024805164604,1.358923872369546,48.13605621539515,96.54358707600217,25.22227672670908,96.12763211385685,6.408412504110841,51.83468843356963,951.518094102109,28675,2.031068923181359,10
Nagpur,464,206.4708383077501,188.9768431802426,6.12191902301946,5.301222429928278,35.06601923967366,14.11578918737301,16.84195729133998,72.29247520973527,14.67062648039955,263.6795356775451,951.723636176645,84285,3.287623018779389,10
Indore,451,62.02800306267089,121.0423728334436,67.96374121827279,7.937250217354027,9.45998291416255,42.55802546700328,42.21910683065949,85.5047520787289,19.87647602191063,12.24068359442165,978.3931772457057,406853,0.7126012480869659,10
Rajkot,376,223.4004874446204,41.91122086979492,41.01551414535088,3.660124267538464,32.75607909843758,49.84691489930011,13.6929572629312,67.95267568603148,10.38345892166186,179.1856199917642,1046.464685051085,25237,6.824594000453153,10
Meerut,445,26.01346689204529,262.7470401697288,23.99905821343843,9.65941592899473,20.58941787796341,93.05582220708037,43.51972027008365,28.46985136047352,11.9179661140625,76.88893679775165,997.1349256903055,385218,4.093819624061833,10
Indore,349,239.5701916077777,135.6941982807191,19.50050620911912,7.577540910652774,34.05629032622312,7.359152749359017,38.66756786946996,53.53795693014077,18.79872641936696,282.0857632270934,967.5879652977902,419004,1.478022465913521,10
Ludhiana,376,170.186049787512,224.6332462893002,79.69499687413735,0.1016702808254356,4.365908243118966,60.18748529227509,31.52265923160725,36.2929619328052,18.74157942531469,81.64045172662713,1000.39855528917,36895,4.915372597279996,10
Ludhiana,367,81.87473478641111,285.074494522386,67.91107709899809,7.369187332213666,17.13192090905682,5.82920926510268,36.30021476799994,84.30840567616146,0.6015878582538992,257.0914241079681,1035.119323406095,39725,6.932217995739222,10
Jaipur,450,19.09877026256269,107.2622627236434,26.60203481071496,9.624476255555427,34.56278103279158,96.10482877105991,42.26496948071867,32.90470087816441,15.80033713401957,275.6702313147216,1009.524294985775,147930,6.465384000989181,10
Nagpur,191,117.6725414521755,189.9474932138186,40.46564711219137,6.050819486158989,9.169920642061344,85.23914030152358,34.52487812026539,23.18037374681624,8.989970534296942,107.6327654332188,1039.234821284284,3069,6.327940967880621,10
Rajkot,184,45.08758169802033,273.3740441162096,7.310877144053245,8.650225981089926,48.16342138123132,41.432553915548,42.23996836144278,47.55151269067606,10.93278600802571,97.0382803771693,959.0020553239137,90717,8.69593562926526,10
Thane,490,20.31889019939947,286.8997216020852,78.2645234474427,9.845091875008945,33.2663828779732,95.31314694097036,36.47907698451981,62.17032845815559,14.75828025911412,294.3904816372934,964.9460276035596,290904,7.957643726308071,10
Delhi,100,91.78014577901885,240.997107542529,10.00245340819829,9.715025836877533,17.49080015112531,24.12283886693184,40.67404392674268,55.76016949678636,13.70713076758108,34.49250149763773,1017.723432103367,52839,8.618021671014958,10
Nagpur,307,225.9862485127311,234.7140240477119,32.01570983798565,1.89535335499061,44.13684226755156,21.50289392977382,37.82079451425074,50.50520410875041,11.80285528644245,178.6413048412012,1048.7393968661,354504,3.582002301509635,10
Pune,59,59.14056741752017,148.9634753016922,20.08417568249741,9.267800741223512,10.08961313631523,67.99192879477205,10.96309570392332,69.37625548226217,7.195918715761175,215.1674432430022,1006.131839297039,60717,0.9169227042321149,10
Rajkot,86,207.7835029691632,286.7466422696386,72.4721871060158,1.691377550608658,24.49962603225469,7.468162620482908,24.6467717580529,96.86179517068757,3.941856816733908,202.1777292586654,950.8834489456294,375245,8.73433872560862,10
Nashik,436,177.3298214283669,161.37562781358,62.04718689325594,3.406370786201223,6.475947828219667,32.9415725946714,28.77692104446137,73.11427765328932,8.395512702669095,161.4912389843853,958.358799090946,195277,9.026225746192187,10
Delhi,179,104.7664597892785,100.8772153792892,21.35815592817391,3.611133532764289,37.99185694890059,39.35087502637624,12.55896835059232,77.14392947563739,5.601022200575605,193.7787486759214,990.1407313302035,315824,3.445830749626713,10
Kolkata,117,63.24678762199739,59.36457553664654,78.3172841823352,4.7375479662944,14.08052598419325,90.52342439825063,32.73650753322322,83.80243063056747,1.133357052948722,128.6220715323073,1041.880686695843,54641,3.502777262262921,10
