city,aqi,pm25,pm10,no2,co,so2,o3,temperature_c,humidity_pct,wind_speed_km/h,rainfall_mm,pressure_hpa,vehicle_count,industrial_activity_index,health_impact_score,aqi_category
Meerut,498,144.8750653715229,78.03528245417931,57.93598421310676,1.769866542577802,33.92015857927833,67.87991679199817,16.92633428002939,83.17054005705931,15.60026082782316,60.88903286728351,1047.324351816585,40807,2.412936385770851,10,Severe
Patna,498,70.57857959218981,203.9268320979172,26.90483897755606,9.3663969630396,41.27794088060516,27.01187020985647,29.30337244781642,40.83269122868109,7.127849416499537,187.9130430554932,959.2730880053796,81584,4.976165279484833,10,Severe
Hyderabad,498,15.21376306945482,134.9666257023228,30.29519502833213,0.5217866127846126,37.23392101997312,13.83535053999297,27.72269036639261,52.84392107295271,8.207863824641672,203.0126283505519,979.5401987369116,442134,7.692786897363576,10,Severe
Bangalore,498,123.8340026034449,68.07495716951408,10.52384702591173,8.642143673464297,31.989047238461,22.31143902302227,38.88720859311147,89.87523935498645,8.350787730799137,113.068503972599,958.4718214002728,21506,2.664264834124055,10,Severe
Nagpur,498,211.9133349767968,131.2841424288848,70.72236161313229,4.412147092503282,28.1312511335722,97.81934958471994,30.23851871252792,67.85048759345491,3.389168611727236,129.5476221696605,1021.021728123171,31539,9.747221792565286,10,Severe
Bhopal,498,85.51514642830008,110.997270674631,40.76002286979186,4.686407125481891,43.15704578493119,48.27657672723602,10.08218178527471,71.59093857536428,9.463036829266866,95.24620955256329,1001.829674672529,427420,1.733410061766335,10,Severe
Varanasi,498,163.2676461808277,262.0439578754585,46.18996486443271,7.145213637044836,10.38159242865383,89.53302055275086,26.37527237403219,95.89419068187787,14.6086704602398,148.7489693771348,1009.075508352525,496652,0.8162885447853474,10,Severe
Ahmedabad,498,176.1562916086431,211.6645773368597,16.18063301670772,4.836781101578242,19.70249682886883,27.37302002113273,21.37983498936774,97.82567826059991,15.19097406748616,223.9226876623869,1041.357985301396,311370,9.60164281072456,10,Severe
Mumbai,498,93.64857858301758,198.357927476576,30.16590713295728,5.527407384148122,4.613520725516846,40.30611038738966,16.37299011052076,50.89962199123094,0.6852588914192983,229.964154628391,1042.980417572501,291641,5.580834849771975,10,Severe
Patna,498,218.3763395198463,259.0287963865563,77.13515066933917,9.774329082179202,20.24250061653889,97.81986462343568,14.34035036539117,43.9565392171039,5.317611243300564,31.89316816630888,1031.305802912897,238109,2.483802891748208,10,Severe
Thane,498,28.88667853042055,298.3958668712363,67.91315380452315,0.8721937649788506,28.29771803681857,73.55857411705863,11.40694283044161,52.61056474462115,1.434560814776931,80.8638918274417,1037.739813051113,242119,4.362310654108362,10,Severe
Bhopal,498,206.4655953324983,231.2931779180322,33.30124935183994,6.648170387485501,42.2704062124583,54.47341666588864,15.19966297768475,39.21211228595395,16.93305657874167,66.39755640250533,998.0187273179064,450752,0.5393527932484243,10,Severe
Thane,498,230.6298683148038,277.3738731696294,7.469607407189583,4.313382936908693,28.23213736867126,30.26816336523267,34.70118911497487,21.92763154007353,12.37188206050907,291.5266911616879,993.5086165351314,470463,3.054551570358489,10,Severe
Kolkata,498,120.2326799137255,270.8378756401677,65.02118258871522,5.317762858784598,9.244764507881731,83.68359458386446,43.56801006998055,72.81410551413944,13.50573964013035,269.6032548951957,988.062404796804,134524,8.729568143278383,10,Severe
Indore,498,241.1302394842446,47.24182731633844,79.20968979101933,0.3266525811106548,25.64571414044107,51.42366955380485,13.98043451131406,51.24727286914846,7.665916349893068,202.7455143780504,958.7902338990184,342647,6.553650417561011,10,Severe
Meerut,498,156.0127527707957,96.4019775108297,61.43449369544137,0.1072231207178165,28.05491262534821,98.55117224707443,17.77219570566843,39.33171773332329,19.37713346647952,196.1899546691199,996.3738711710372,50701,1.883606345347348,10,Severe
Pune,498,136.9082557958799,21.82926201861308,58.71389308312442,7.093772676480155,25.27140979286702,20.01246043936941,18.15532470661503,38.36706548220054,17.18497828904458,129.3866692757626,1035.082383215087,437706,4.045410564191766,10,Severe
Hyderabad,497,91.2965710979564,239.0752268797558,44.61608939300316,0.5358321339502405,17.90494661531178,58.53082266474368,15.54396452431602,37.4806947318558,19.34344755646888,98.18645782809536,1010.956308862082,29576,2.330444965187386,10,Severe
Nashik,497,37.36651269653574,58.3567171649299,35.67295272812226,1.111747182514145,17.51909411319599,54.63435529485745,11.99618187900022,90.79302158072733,17.58750923331097,256.6466860789141,952.5317999702412,14199,9.644744065233285,10,Severe
Lucknow,497,166.6162942437165,232.2307040644779,67.84222053627605,9.71195584223076,24.70636146247841,62.26292158529796,43.45928753362686,24.33871343355072,16.00966462022674,236.1828290563417,1006.375586508562,169137,4.995245907248701,10,Severe
Varanasi,497,41.92826939931883,32.03683254250126,13.0347711734179,4.705023692862969,12.00130257156674,7.716884378468567,24.13546163427308,39.76068087720875,2.604137996864833,234.7527052769542,978.3525902977256,385212,5.044640528168255,10,Severe
Chennai,497,53.53135650473693,84.05627140723738,43.97895088847442,7.98057713336838,35.36252783776608,97.68085570296152,10.27381121212241,26.64246418231668,5.521977802621906,80.74879561529387,991.9167970969542,173336,3.478233723989437,10,Severe
Nashik,497,178.4064428653265,143.4690218448188,79.54600098748514,5.264009676445015,22.554048411992,58.33690957056768,30.1964714883939,44.29697448791481,16.56939009408305,55.50883172459613,967.0589352956983,300758,0.6356964366886864,10,Severe
Bangalore,497,218.8420390258773,127.9962851256799,26.5400135935747,6.590766599272418,8.292370643130539,92.67631369624807,18.18266352718773,67.95740848618216,13.56572254672483,3.485420702934705,950.8553170329824,322251,5.366367682613593,10,Severe
Agra,497,41.19311359807615,283.4227869461045,30.15115798294688,3.690161832356782,11.28292344424639,35.04258459838542,19.56555669376542,91.0958069931356,17.44589865263773,149.8238377500115,1020.438333808244,496601,5.647733815070413,10,Severe
Meerut,497,40.6643128884867,208.7535152278699,13.35982341842558,8.945197796355911,30.23473656174674,83.29009888647785,30.43056275804548,94.28644006881376,5.326476930325606,38.68734341582116,1020.321809226883,416070,9.405109973546466,10,Severe
Jaipur,497,63.38735984639388,291.9912349336367,30.53376895136907,5.101612328788664,40.41218874580788,28.35378934810867,25.28484788993749,27.1832260575659,12.92266390908943,156.9166114575434,1026.456881585654,452333,0.3342465813232764,10,Severe
Hyderabad,497,237.2011163905494,208.0498973657508,18.80418633629228,0.541740911563231,27.35187714739255,86.6969315748053,32.35001617967438,55.76959287622147,17.94812565352335,161.3104571543596,1004.33629315419,427833,2.422129448063266,10,Severe
Srinagar,497,32.1330713962735,293.3376470542286,27.03241378326852,3.903824191430381,27.80441846416445,98.07300375630392,14.43166578256338,30.14460608620256,9.020179274915902,245.0616277879233,1031.034828377427,23201,5.421522658032297,10,Severe
Varanasi,497,190.9017518326283,89.75174525693019,19.15421085348635,1.838109719939863,16.82299489224198,54.92085435929157,13.1270296033877,25.50144426642449,17.68202038375932,5.700386152083581,993.7471502177564,142789,7.422609261321318,10,Severe
Srinagar,497,35.57650035407288,123.4964426177322,9.68410792653292,9.465534334278551,4.396648589560414,21.1861225662842,39.69324774426954,33.28665214243043,17.25200625428021,216.2499555856597,1034.267978921452,87181,2.692566900424004,10,Severe
Agra,497,30.51512484668419,262.3532805695439,42.53134903742669,2.721979264328537,32.10732898036996,16.59434987358502,44.12274054971649,77.93964307343217,15.72644214131951,34.2459591581518,1022.284315147806,353847,2.901122427937251,10,Severe
Kolkata,497,43.66059784373654,26.43445036023579,35.62487236291442,5.817067731701383,21.12235382195881,34.01119414508904,27.98619399354363,94.64048411448834,0.5473798092873253,2.497483262879752,1022.628856744843,117097,5.705968736393211,10,Severe
Kolkata,497,116.3104311180991,117.0640640619714,12.15310135118782,8.07394780804295,8.467708133825658,71.48241517205588,36.36267096843605,41.98408733876174,3.45414855833884,120.0486615126635,1049.069056209394,100007,0.4767833427310741,10,Severe
Chennai,497,124.9892329817228,257.5853921461202,76.4130710181863,6.342980176844618,25.29179757502239,5.789914675483719,29.33064287961372,36.57684534012012,2.103608777531009,244.5404263922049,966.5394614259892,152184,8.692431235732094,10,Severe
Varanasi,497,25.28312292999894,172.9465245119854,79.40940971113176,9.328545324564375,14.4355678128836,44.13402400776791,28.08714618166396,69.05580930564608,19.74304361485806,218.0287068512845,956.2999534902832,3627,8.578775997749355,10,Severe
Delhi,497,229.4933471126604,261.2554762928469,15.02205500282033,7.690819077454423,25.50246081335394,96.41053274027436,14.11360176514142,20.42325900382948,10.28779632078496,83.16029477413576,1037.098300050854,468595,1.245722449275389,10,Severe
Nagpur,497,114.5924674532176,273.4268535489558,6.640719167324062,5.960479544320887,26.16329643469705,14.91976241019115,26.19418166606907,58.40379048014408,2.330264419983287,246.6784686735737,974.391864271498,222247,1.682373150629527,10,Severe
Thane,496,217.7984467216796,47.25179690352905,58.45604881482178,9.377542636357193,30.19606549277864,6.444604931803773,25.92149195539722,23.11073383831238,13.10928628517694,148.3910410619912,1029.78299232709,492820,0.5791322392611531,10,Severe
Rajkot,496,170.5478481553592,101.5518262189913,10.73947831521555,4.06940814394361,47.6440724772782,68.62823815086347,31.57851525826391,44.57573424936233,9.326194449822298,211.3064947409622,1028.92223935118,39707,4.491522256537737,10,Severe
Rajkot,496,43.3379668295742,186.8842016451198,14.20842306406186,5.995279945904043,26.14723956103951,40.99190240938128,42.05719984159998,66.67154636531308,7.563753685341981,80.01185935635719,980.0147960111152,412112,3.519195708621269,10,Severe
Delhi,496,194.424123972625,91.65597301530237,12.03285740156499,7.438281067189862,4.070719859618782,13.31818754271031,35.40739615202986,93.04538648466952,8.982452463180477,173.2706775976764,1012.9403716516,330850,8.294811203578263,10,Severe
Bhopal,496,146.6546171012882,24.34387603570547,74.73955981945761,1.230455162883332,24.04436581716619,72.47898670060012,18.48675869516759,66.22621625100425,3.983072098964527,241.0092475940943,1007.240748625123,223405,5.651338179305655,10,Severe
Pune,496,10.39316766662806,196.3707699930171,64.19046119203327,5.797707774537005,34.23142898341367,37.77479888684175,41.38364095729766,73.16558520395274,4.008529007825596,212.0172270894299,1014.2371842068,450770,9.975312995563767,10,Severe
Rajkot,496,193.6635391266974,232.1104593423292,5.111933040215667,5.999816116885906,24.76672459043361,41.71890330465375,39.86898293314736,74.43112385859735,4.216613680352101,159.7302214249241,998.5947053313704,346619,2.28148177742077,10,Severe
Vadodara,496,193.7040979129099,56.25222815878347,18.50049045653081,6.249838137380186,19.68060675519969,46.99005047584283,22.29612444746198,21.3216766189773,10.97686912206289,10.59577553197777,1001.151990353274,176860,3.986354176130113,10,Severe
Kolkata,496,81.6890197999854,213.4886426452848,35.36468818459947,8.095212872780438,19.13652938785584,73.36936139487469,11.64745492042775,52.35117765420489,11.61641931323351,171.0971180182703,1005.174392325578,51683,2.963251134925018,10,Severe
Rajkot,496,232.4422884264017,127.4542974266377,77.51572968603692,0.2436778510717797,19.41765513402078,46.53839150166841,21.98016336204252,45.55471026306617,12.21320598362722,266.8582221287155,959.1909294989952,456974,1.279327223373363,10,Severe
Pune,496,147.683032068097,233.5445346195234,5.245926965992471,7.040868910512218,10.7059750179972,72.32336748179155,26.17174009180948,40.06070790159789,10.31536978734081,203.7235607072708,1004.991301997722,295592,5.299855473005923,10,Severe
Jaipur,496,18.7898650468339,143.8816220501762,53.39011362956244,8.242514200277084,33.64367869050062,61.44929870413048,43.08759383158909,87.78000950184293,3.406912894839939,238.8175698507383,1044.345594083596,227977,3.579424713001187,10,Severe
Lucknow,496,249.6306701376891,147.6336007297742,15.82489480857041,8.902112053015673,11.58533438005077,23.22783591349235,14.94653152319259,78.08194805775588,4.69016559184286,64.89228119601826,952.3899074518356,478602,4.282861917921271,10,Severe
Ahmedabad,496,157.7117188251736,218.5907390596772,34.56893317927073,9.400374956251216,30.40215191344569,84.75410107397177,36.17174903039724,53.10934288735201,0.9221781374307584,3.766648281503071,968.2764967310906,152906,1.915271103760491,10,Severe
Srinagar,496,103.8224702449654,78.42853939545776,39.75563601233989,3.608837633671376,14.91232840587364,9.12827206682421,38.11480741409384,24.27883224879256,13.11405244494832,221.6509087251304,1025.551535467833,402355,8.198358321540283,10,Severe
Lucknow,496,76.49778654537775,154.88477646066,67.73251371262049,2.836106603515459,35.71904487957204,35.6128558997771,22.79330926867814,38.71352905666103,18.25413862165418,45.01782243152446,1010.239899814637,111144,9.680986077983697,10,Severe
Ahmedabad,496,110.3181713298362,242.4655599851956,40.54513022534585,9.585593154827157,39.55992193456059,47.36019566634923,15.66020258624121,25.41963595759638,19.8564972729411,71.73415219615107,959.6027269061772,8946,6.308104823507431,10,Severe
Surat,496,200.0404030489618,21.93174156277952,21.19550504585096,9.465254324936115,17.06956439780729,97.1250309064466,41.12663087219025,44.58802977025448,12.5545067301954,252.2651439558163,951.4290624271712,435992,3.44232638231518,10,Severe
Meerut,495,97.4183978739467,90.28539008830494,12.03713179235991,4.276998162144668,39.51992570515477,20.45240571020375,35.17185309949575,77.35487208653451,13.15298574989933,107.0724165290084,1015.5992191394,44987,1.662890814564909,10,Severe
Bangalore,495,40.40992373834263,291.4981130992442,8.581888123840606,6.751912759611302,44.91751280878464,60.80035836820754,35.95257976345678,51.55269846540003,11.1085278153074,170.9346587109717,1004.860271488022,205339,7.750484728810168,10,Severe
Ludhiana,495,95.3070349173998,137.9691047143466,60.37190500395624,5.943105596456031,43.07508988140452,86.19957986321145,32.53609504090109,34.55641198081094,10.75382004163107,199.6298172379121,952.4595105451954,51473,8.157287402044378,10,Severe
Hyderabad,495,104.4897754110368,165.6424177906868,14.52649611362505,0.498200876430018,21.20531778722707,64.23579086783974,19.89083214634742,64.67290961446506,5.51779892310496,124.5820361716014,954.054069118418,401037,2.090249427185658,10,Severe
Mumbai,495,30.40788490829686,148.8594646156542,44.16909660822873,1.364356050243293,43.56045440862937,17.3167924501499,12.26868195312929,96.19270631134049,12.92732850112802,279.6385050323083,991.3777449579568,478010,8.327157524711598,10,Severe
Jaipur,495,203.9057251333795,249.0465623255768,31.74884001658161,8.158807660250808,29.47725129312303,51.90308579148125,40.45745274393684,94.18415822980047,3.012037183668306,255.1097096390171,1004.635449347165,370891,4.777874737402615,10,Severe
Srinagar,495,91.82638967846924,107.2992746621325,61.26425002972672,3.328093655930096,36.65691214455509,99.20028367240128,32.43719337422232,28.85090006503994,12.20985739619742,85.31731706980325,1014.949858175409,377031,2.429562842733236,10,Severe
Varanasi,495,214.0546310412884,86.01958524605577,29.25769584965029,6.847538989941695,3.597130870916478,96.29378328288868,15.1124929000652,56.16156910316007,15.78041413318832,98.05814838253904,976.7290551594348,70418,6.601047357812182,10,Severe
Vadodara,495,66.87559480240654,62.12272976626481,38.29299217425993,0.7993650446127082,2.956909650321133,46.40058617277965,38.18083461672103,31.34085511376369,9.526609332621383,57.02269109874803,1019.942724696883,120813,2.362284450009915,10,Severe
Bangalore,495,26.79371318443825,273.5505282386332,22.73027350779744,4.780259496381327,35.65833403344135,80.5884041726849,41.73388401609039,33.63615265794618,12.37272732862594,70.93556050025113,1018.670634432133,341827,5.216959849166935,10,Severe
Hyderabad,495,180.7147416852475,267.3428045564388,29.59456443450965,7.957176274971717,47.09570482077279,28.31657577811927,21.03568637006699,26.35652404575788,16.26843460802923,289.3314822745432,982.2007495519842,28176,6.049419857007034,10,Severe
Chennai,495,39.80608074933342,64.06526035555393,60.37689571238879,3.252344756023485,38.91567462433525,75.6698018160347,26.63808756821134,29.14220132802748,9.162864050487958,205.1895681151871,996.7079847382824,160234,7.675012861387186,10,Severe
Srinagar,495,58.27463816740604,60.34978317412878,7.538843887875686,9.421148196096476,17.41309491446628,27.31900519185246,37.25322825758003,37.20824106307524,13.77497872992497,202.3448745665769,961.7648001568036,118594,2.263753828668652,10,Severe
Meerut,495,102.5498716404531,191.9467606104565,57.45104155410034,2.550312759693175,32.96448091450077,87.2818161221,28.00924219276353,63.09883113380017,4.369163022982251,65.6808172669089,966.3224297661608,116063,8.106115807691133,10,Severe
Lucknow,495,77.78987448051936,297.8219293474452,31.16579486081443,7.561472003704804,4.189536414996603,77.34981163888703,16.68028964596194,47.04519548969959,14.81375956874559,8.425687839495266,971.8924625628076,151674,1.299782984319584,10,Severe
Nashik,494,97.48552895635584,197.9221288479456,41.05784276345026,9.42124540897313,25.38867858207671,21.80829779761382,29.48150468152254,89.80327527909856,7.89033000543049,64.29833875642818,1002.316552403654,195395,0.1028639484021576,10,Severe
Delhi,494,186.1186432512699,207.5118027118287,23.3237919252945,9.959656342190357,29.70275245686941,60.08334321440393,44.57151320306637,72.29284950180528,2.558797216837667,243.6718813780378,994.3392884289848,162095,5.118336857021241,10,Severe
Agra,494,73.30003456348992,222.1628950144372,78.53289585167005,3.841172020033477,21.94885666211447,74.01759927785004,13.25370999893151,42.39406918706921,4.79142572573242,262.4096486165457,972.6714078577338,74077,4.50399233509499,10,Severe
Vadodara,494,167.8544235598949,251.6193114968621,12.31914444696835,3.21940688944228,12.07803245988256,78.975475095452,28.80063677107139,22.78254683700909,6.806178109179367,166.1414285908174,1040.017493613148,417169,0.1435940731314922,10,Severe
Kolkata,494,103.8276710875962,69.48059165031059,7.524475618356181,1.81508806136643,19.84965663770044,73.6357345139913,24.10544069667554,98.34421778318826,1.630190126778005,93.27519556474492,963.297341526901,17337,5.564237360063592,10,Severe
Ahmedabad,494,166.6292390465725,200.56782682477,72.05763907331253,3.759449849613875,16.82528107568661,86.29850355438866,17.64299333395155,23.16552845307087,11.0951860646307,63.08775495385639,989.149314697282,20380,6.00034171743749,10,Severe
Srinagar,494,118.1856955911661,281.0868041496265,47.48173674258398,5.350825368507372,15.1733738872564,86.44223754968033,21.20825341413222,77.54293136085474,14.26397816730158,89.29541585086423,993.7705633728858,210979,3.698621489659772,10,Severe
Jaipur,494,79.40997920449608,134.3779840783303,11.66508344321907,3.981411965913441,39.14169331044952,41.78923528838994,23.89314546664204,27.0452201431701,8.063360287553836,6.447250093455114,1031.903051645699,414367,2.472365302046728,10,Severe
Agra,494,170.4438035024499,214.8711525932315,23.24225803751904,4.774737445328914,41.64172361340789,65.15661125756114,33.45186413692159,91.36177189259163,7.356495301392767,112.6142802814293,1044.788557571838,29578,2.935900627733663,10,Severe
Agra,494,66.71059291382383,26.53704551185937,56.2934362628943,4.601238769915707,46.78373278469064,60.30288865333593,24.93091474972024,31.64232061650488,13.44865353948078,239.3327211086522,1012.325288597786,72683,3.21031129847285,10,Severe
Jaipur,493,124.1755126606501,281.1320488774534,71.56016825920373,2.71253303041474,2.727363969741534,50.43183062643948,18.17740719017801,70.59779831978868,8.728830996203722,116.8633763266557,1038.047812279256,395993,0.0139853387907362,10,Severe
Nashik,493,199.3159891746407,242.4732020980696,41.96401311438611,1.007253864274601,47.84209733647429,19.4616340181206,36.30535745802641,67.10353678139856,18.68122137303607,227.4540752702519,1045.952928023908,254633,5.238019087395857,10,Severe
Nashik,493,130.8466698102276,158.4537670809337,25.29904501971227,0.28278556895559,28.9386565292221,57.88297014528084,12.55065119816025,65.6194821868192,16.81065099484377,168.8265613367978,982.8344515203736,122609,8.903342551656857,10,Severe
Patna,493,92.32341059868432,213.6130466430721,52.83727707886689,1.44655790512865,12.10415232873729,15.39073738521764,33.49175695219118,84.24489797173227,17.34398524171426,8.292486590005621,1009.102241308521,229112,5.306281565684903,10,Severe
Chennai,493,148.3908637783021,184.8363950402408,29.94464462356758,6.508404815663164,9.623592665876648,36.76230835174636,30.8358790663561,95.19701816491134,14.3566726914062,63.15059981926889,1018.075756802388,134796,3.201296014440133,10,Severe
Thane,493,36.89776739958359,170.4398580454492,23.53099126028366,1.879270213011162,14.87032665165001,93.59257180444092,29.37743855130021,77.3234340128603,13.85810506814887,171.3661864946378,978.1959946288816,188627,3.471873808061332,10,Severe
Varanasi,493,100.1336679316984,191.1756566561799,36.4360307948901,2.818814830091872,7.293878333577789,92.43860520836434,25.32336344416719,27.94607873940909,3.001233182369939,19.14768741333809,1003.812297765132,221160,3.119594269578838,10,Severe
Rajkot,493,131.2698436446377,243.2690482575686,24.98554455227742,1.68164732035024,42.74706837394962,62.02184110822594,42.04221562425844,37.87409093818902,13.66655541846619,87.19017772768103,1018.799184761517,8528,3.306768899417871,10,Severe
Patna,493,71.64637123999056,37.23943698367441,48.74515508191187,3.218515588015448,26.2977620875051,72.23885959100289,37.25538454212884,56.83556471010793,14.14280036175409,254.7090301008243,955.97895393324,236236,9.95560704441745,10,Severe
Kolkata,493,139.4499098808001,56.46214309429681,17.20947523812249,3.06692489768317,35.68349113181952,79.50371148687441,10.54020941381951,68.61530128027296,4.724941378865987,210.3391556920226,992.1533525835496,187685,8.226869524027073,10,Severe
Nashik,493,181.2113612181483,49.71033746472342,43.47291197466222,6.412526199368338,41.8705769483861,29.27388235195578,14.93435297731295,71.91072954880538,16.72685457990464,124.6000222493258,996.2592119672196,210128,5.862168448871311,10,Severe
Nagpur,493,38.77400373781042,275.3152415812776,64.37403142924836,3.529704470553429,4.907233232013056,6.645041618451386,40.86228230309604,86.14303290173837,16.95949720142081,109.0573537598701,1023.3868428023,211418,8.77936151914216,10,Severe
Agra,493,103.8960115951343,224.4891809810359,71.46465784042165,1.241972835124219,13.71207259515178,77.62252288283773,43.13384460024207,80.3023461592339,10.29285574276834,191.7626865716649,962.9254533027896,8748,0.0782547048329762,10,Severe
Ahmedabad,493,230.5463177277981,269.8366527869208,6.893103092603224,3.755304472193765,20.87732360926875,41.10980344115423,33.51441092195596,52.8929790603195,19.14520984058329,24.11894208969062,984.3783590090928,161866,9.243685038623951,10,Severe
Indore,493,205.1429613293083,118.8341380107872,59.10095853336456,7.799987180476863,10.68831680517564,20.99659558176494,19.88001951023465,62.95782913351103,6.738026438182684,292.8362973675534,992.728111558332,381886,1.27765126217748,10,Severe
Agra,493,89.82384900083896,213.7076553524473,22.22873739707953,7.203110540195192,43.9925839989905,58.4441203956606,20.8227103135032,66.84783140072855,3.503587839356615,173.5616641245974,1001.167677211281,118310,7.009504456081005,10,Severe
Bhopal,493,241.8414425860285,99.92443655128564,47.57761389512011,7.631346980948841,43.87855976988465,61.82656692192619,31.25456759642471,93.72673514356022,7.925319706339437,122.5326364623776,998.3369610155306,144392,4.615042312370859,10,Severe
Delhi,493,199.5927867710938,224.6696910480307,57.5714627694396,6.097028233951677,3.074609286713148,33.82038784425676,13.25591892234505,76.44404012188775,1.81052564008893,69.30169560501996,976.8987395328109,469880,1.223583942193261,10,Severe
Nagpur,493,214.2816908856683,182.7529439167554,63.44692999338213,8.670983590841047,23.05538415664953,95.77633288116743,35.75029001678321,51.5959576333137,1.566512915910696,251.5776264373708,992.1409129597298,25200,2.285517837822505,10,Severe
Meerut,493,236.815134930249,193.6806381769311,49.61119530042668,6.633494700263938,40.34665030573702,91.60625339997657,39.78861310983952,36.25927618833448,19.76559309196332,233.4835314703282,1014.752106229904,261317,5.777463134969159,10,Severe
Delhi,493,184.5900861210274,63.14599161041068,55.00973461653635,7.456387323615882,21.36214571257827,33.99258235796785,11.55765248383067,35.12147351201986,3.514284097403341,266.8923554705177,988.8699984838838,223648,0.3014626020809796,10,Severe
